video,Sentiment Score,C-Label,S-Label
video82,0.5,Audience Reaction,Neutral
video2,0.65,Audience Feedback,Positive
video3,0.985,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.654,Social Interaction,Positive
video3,0.925,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video50,0.451,Audience Reaction,Neutral
video25,0.5,Social Interaction,Neutral
video82,0.0,Social Interaction,Highly Negative
video47,0.0,Social Interaction,Highly Negative
video82,0.65,Audience Reaction,Positive
video82,0.5,Game Experience,Neutral
video8,0.25,Audience Feedback,Negative
video4,0.5,Social Interaction,Neutral
video23,0.85,Game Design,Highly Positive
video82,0.25,Game Plot,Negative
video84,0.85,Audience Reaction,Highly Positive
video61,0.5,Social Interaction,Neutral
video21,0.5,Audience Anticipation,Neutral
video81,0.85,Social Interaction,Highly Positive
video82,0.5,Game Design,Neutral
video111,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video9,0.5,Social Interaction,Neutral
video67,0.75,Game Plot,Positive
video59,0.925,Game Experience,Highly Positive
video3,0.5,Audience Reaction,Neutral
video34,0.85,Social Interaction,Highly Positive
video25,0.15,Audience Reaction,Highly Negative
video8,0.95,Audience Reaction,Highly Positive
video3,0.5,Game Design,Neutral
video3,0.65,Audience Reaction,Positive
video16,0.5,Audience Reaction,Neutral
video50,0.95,Audience Reaction,Highly Positive
video16,0.35,Game Experience,Negative
video107,0.357,Game Experience,Negative
video51,0.85,Information Share,Highly Positive
video53,0.65,Social Interaction,Positive
video48,0.75,Progress and Updates,Positive
video75,0.5,Social Interaction,Neutral
video117,0.45,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.9,Game Plot,Highly Positive
video25,0.5,Information Share,Neutral
video62,0.85,Game Plot,Highly Positive
video37,0.85,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video60,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video41,0.95,Audience Reaction,Highly Positive
video49,0.15,Audience Feedback,Highly Negative
video9,0.95,Audience Feedback,Highly Positive
video82,0.5,Game Experience,Neutral
video82,0.5,Audience Reaction,Neutral
video81,0.65,Audience Reaction,Positive
video82,0.85,Game Plot,Highly Positive
video18,0.5,Game Design,Neutral
video47,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video48,0.65,Game Plot,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.925,Audience Reaction,Highly Positive
video82,0.95,Social Interaction,Highly Positive
video80,0.25,Audience Feedback,Negative
video10,0.25,Game Design,Negative
video51,0.75,Game Plot,Positive
video85,0.456,Audience Reaction,Neutral
video81,0.925,Game Plot,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video82,0.25,Game Experience,Negative
video82,0.5,Game Design,Neutral
video47,0.65,Game Experience,Positive
video84,0.25,Audience Reaction,Negative
video82,0.15,Audience Reaction,Highly Negative
video85,0.75,Audience Anticipation,Positive
video82,0.5,Social Interaction,Neutral
video53,0.15,Audience Reaction,Highly Negative
video41,0.95,Audience Reaction,Highly Positive
video4,0.5,Game Design,Neutral
video75,0.65,Social Interaction,Positive
video82,0.5,Audience Reaction,Neutral
video84,0.85,Audience Anticipation,Highly Positive
video2,0.25,Game Design,Negative
video2,0.95,Audience Anticipation,Highly Positive
video92,0.5,Audience Anticipation,Neutral
video106,0.65,Audience Reaction,Positive
video82,0.75,Audience Feedback,Positive
video111,0.5,Audience Feedback,Neutral
video59,0.25,Game Plot,Negative
video82,0.925,Game Plot,Highly Positive
video82,0.5,Social Interaction,Neutral
video117,0.5,Social Interaction,Neutral
video80,0.45,Audience Anticipation,Neutral
video48,0.85,Game Design,Highly Positive
video81,0.65,Game Experience,Positive
video82,0.5,Audience Reaction,Neutral
video53,0.0,Audience Reaction,Highly Negative
video3,0.85,Game Design,Highly Positive
video117,0.45,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video97,0.542,Audience Reaction,Neutral
video4,0.25,Social Interaction,Negative
video82,0.35,Game Plot,Negative
video82,0.5,Audience Feedback,Neutral
video121,0.5,Game Plot,Neutral
video59,0.45,Social Interaction,Neutral
video84,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video81,0.5,Game Experience,Neutral
video79,0.5,Game Requirement,Neutral
video25,0.5,Social Interaction,Neutral
video39,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video47,0.45,Audience Reaction,Neutral
video80,0.85,Information Share,Highly Positive
video81,0.85,Audience Reaction,Highly Positive
video21,0.5,Game Design,Neutral
video82,0.925,Social Interaction,Highly Positive
video16,0.85,Information Share,Highly Positive
video56,0.5,Audience Reaction,Neutral
video80,0.45,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video97,0.925,Game Design,Highly Positive
video85,0.15,Audience Reaction,Highly Negative
video82,0.25,Audience Feedback,Negative
video59,0.25,Social Interaction,Negative
video3,0.75,Social Interaction,Positive
video20,0.25,Audience Reaction,Negative
video7,0.5,Social Interaction,Neutral
video85,0.75,Audience Reaction,Positive
video82,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video55,0.5,Information Share,Neutral
video82,0.0,Social Interaction,Highly Negative
video3,0.85,Game Experience,Highly Positive
video59,0.75,Game Plot,Positive
video91,0.85,Audience Feedback,Highly Positive
video99,0.25,Game Plot,Negative
video50,0.5,Audience Reaction,Neutral
video82,0.5,Game Design,Neutral
video3,0.5,Audience Anticipation,Neutral
video59,0.25,Audience Feedback,Negative
video55,0.925,Audience Reaction,Highly Positive
video3,0.25,Game Requirement,Negative
video2,0.5,Information Share,Neutral
video80,0.85,Audience Anticipation,Highly Positive
video62,0.85,Game Design,Highly Positive
video91,0.5,Game Plot,Neutral
video41,0.5,Audience Reaction,Neutral
video23,0.85,Social Interaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video117,0.5,Social Interaction,Neutral
video121,0.5,Game Plot,Neutral
video38,0.5,Audience Reaction,Neutral
video103,0.95,Audience Reaction,Highly Positive
video8,0.85,Game Experience,Highly Positive
video41,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video3,0.5,Social Interaction,Neutral
video3,0.75,Audience Reaction,Positive
video82,0.5,Game Plot,Neutral
video92,0.5,Social Interaction,Neutral
video53,0.425,Audience Feedback,Neutral
video47,0.65,Audience Reaction,Positive
video59,0.5,Social Interaction,Neutral
video41,0.75,Game Design,Positive
video85,0.5,Audience Reaction,Neutral
video4,0.5,Audience Reaction,Neutral
video51,0.75,Game Plot,Positive
video92,0.5,Social Interaction,Neutral
video4,0.15,Social Interaction,Highly Negative
video117,0.25,Audience Reaction,Negative
video117,0.925,Audience Reaction,Highly Positive
video3,0.15,Social Interaction,Highly Negative
video87,0.0,Audience Reaction,Highly Negative
video55,0.65,Game Plot,Positive
video23,0.5,Audience Reaction,Neutral
video3,0.85,Game Design,Highly Positive
video117,0.95,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.5,Game Design,Neutral
video23,0.5,Social Interaction,Neutral
video23,0.5,Game Design,Neutral
video76,0.85,Audience Reaction,Highly Positive
video25,0.5,Audience Reaction,Neutral
video50,0.5,Audience Anticipation,Neutral
video55,0.5,Game Design,Neutral
video80,0.85,Audience Reaction,Highly Positive
video91,0.925,Audience Reaction,Highly Positive
video23,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video3,0.75,Game Plot,Positive
video3,0.925,Game Plot,Highly Positive
video121,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video93,0.95,Social Interaction,Highly Positive
video3,0.95,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video111,0.5,Audience Feedback,Neutral
video106,0.85,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video39,0.925,Audience Anticipation,Highly Positive
video12,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.925,Audience Reaction,Highly Positive
video19,0.35,Game Design,Negative
video82,0.5,Social Interaction,Neutral
video82,0.75,Game Design,Positive
video106,0.5,Game Design,Neutral
video82,0.5,Audience Reaction,Neutral
video59,0.85,Social Interaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video23,0.85,Audience Reaction,Highly Positive
video70,0.357,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video3,0.85,Information Share,Highly Positive
video82,0.456,Audience Feedback,Neutral
video4,0.925,Audience Anticipation,Highly Positive
video65,0.5,Social Interaction,Neutral
video9,0.35,Social Interaction,Negative
video82,0.852,Audience Reaction,Highly Positive
video51,0.65,Audience Reaction,Positive
video82,0.65,Game Plot,Positive
video87,0.75,Audience Reaction,Positive
video3,0.85,Game Plot,Highly Positive
video2,0.15,Audience Reaction,Highly Negative
video4,0.85,Game Plot,Highly Positive
video59,0.5,Social Interaction,Neutral
video82,0.75,Social Interaction,Positive
video82,0.5,Audience Reaction,Neutral
video97,0.85,Social Interaction,Highly Positive
video2,0.85,Game Plot,Highly Positive
video111,0.95,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video3,0.95,Game Design,Highly Positive
video80,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video67,0.25,Audience Reaction,Negative
video45,0.95,Audience Reaction,Highly Positive
video24,0.5,Game Experience,Neutral
video92,0.0,Audience Feedback,Highly Negative
video65,0.75,Audience Reaction,Positive
video4,0.925,Game Plot,Highly Positive
video51,0.925,Social Interaction,Highly Positive
video3,0.75,Game Design,Positive
video45,0.3,Game Requirement,Negative
video4,0.5,Information Share,Neutral
video3,0.05,Social Interaction,Highly Negative
video87,0.85,Audience Feedback,Highly Positive
video112,0.5,Audience Feedback,Neutral
video121,0.95,Social Interaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.25,Social Interaction,Negative
video82,0.25,Audience Reaction,Negative
video92,0.95,Information Share,Highly Positive
video15,0.5,Audience Reaction,Neutral
video63,0.35,Audience Reaction,Negative
video78,0.65,Social Interaction,Positive
video3,0.85,Game Plot,Highly Positive
video4,0.75,Audience Reaction,Positive
video67,0.65,Audience Feedback,Positive
video82,0.85,Audience Anticipation,Highly Positive
video59,0.25,Audience Reaction,Negative
video109,0.5,Audience Reaction,Neutral
video54,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.75,Audience Reaction,Positive
video82,0.65,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.45,Game Requirement,Neutral
video106,0.85,Game Design,Highly Positive
video82,0.5,Game Experience,Neutral
video3,0.25,Audience Feedback,Negative
video82,0.65,Game Plot,Positive
video47,0.925,Game Design,Highly Positive
video3,0.5,Social Interaction,Neutral
video53,0.95,Audience Reaction,Highly Positive
video44,0.5,Audience Anticipation,Neutral
video3,0.75,Audience Feedback,Positive
video85,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video55,0.25,Audience Feedback,Negative
video23,0.5,Social Interaction,Neutral
video103,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.75,Game Plot,Positive
video53,0.5,Audience Feedback,Neutral
video82,0.5,Social Interaction,Neutral
video4,0.925,Social Interaction,Highly Positive
video44,0.85,Game Design,Highly Positive
video111,0.85,Audience Reaction,Highly Positive
video85,0.25,Social Interaction,Negative
video82,0.999,Audience Reaction,Highly Positive
video23,0.25,Social Interaction,Negative
video3,0.985,Audience Reaction,Highly Positive
video82,0.925,Game Plot,Highly Positive
video41,0.985,Audience Reaction,Highly Positive
video45,0.456,Audience Anticipation,Neutral
video106,0.25,Game Experience,Negative
video59,0.75,Social Interaction,Positive
video2,0.75,Audience Reaction,Positive
video3,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.35,Audience Feedback,Negative
video82,0.65,Audience Feedback,Positive
video54,0.5,Game Design,Neutral
video47,0.75,Game Experience,Positive
video67,0.25,Audience Feedback,Negative
video4,0.95,Audience Anticipation,Highly Positive
video51,0.75,Social Interaction,Positive
video82,0.5,Audience Reaction,Neutral
video82,0.25,Social Interaction,Negative
video3,0.5,Game Plot,Neutral
video50,0.5,Audience Feedback,Neutral
video82,0.75,Game Plot,Positive
video93,0.75,Game Design,Positive
video47,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video3,0.75,Audience Reaction,Positive
video2,0.85,Information Share,Highly Positive
video2,0.85,Game Experience,Highly Positive
video82,0.75,Game Experience,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video1,0.75,Game Plot,Positive
video117,0.5,Audience Anticipation,Neutral
video1,0.357,Audience Reaction,Negative
video9,0.75,Social Interaction,Positive
video99,0.5,Information Share,Neutral
video3,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video97,0.925,Audience Reaction,Highly Positive
video4,0.5,Game Requirement,Neutral
video9,0.25,Audience Reaction,Negative
video82,0.5,Game Design,Neutral
video82,0.75,Audience Reaction,Positive
video50,0.65,Game Design,Positive
video4,0.5,Audience Anticipation,Neutral
video104,0.456,Game Plot,Neutral
video47,0.75,Audience Reaction,Positive
video8,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video91,0.5,Game Design,Neutral
video82,0.5,Audience Anticipation,Neutral
video2,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video41,0.65,Information Share,Positive
video100,0.75,Audience Reaction,Positive
video63,0.65,Audience Reaction,Positive
video121,0.985,Game Design,Highly Positive
video8,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video60,0.5,Audience Anticipation,Neutral
video92,0.75,Audience Reaction,Positive
video4,0.925,Game Plot,Highly Positive
video3,0.85,Audience Anticipation,Highly Positive
video82,0.75,Social Interaction,Positive
video48,0.456,Information Share,Neutral
video11,0.85,Game Design,Highly Positive
video80,0.25,Social Interaction,Negative
video23,0.5,Social Interaction,Neutral
video23,0.25,Audience Reaction,Negative
video106,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Feedback,Neutral
video51,0.85,Audience Anticipation,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.652,Audience Reaction,Positive
video47,0.5,Game Design,Neutral
video97,0.456,Audience Reaction,Neutral
video81,0.15,Audience Feedback,Highly Negative
video3,0.75,Audience Reaction,Positive
video44,0.85,Audience Reaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video3,0.35,Game Experience,Negative
video82,0.25,Social Interaction,Negative
video82,0.25,Game Plot,Negative
video82,0.5,Social Interaction,Neutral
video8,0.456,Game Experience,Neutral
video82,0.852,Game Plot,Highly Positive
video117,0.25,Audience Reaction,Negative
video3,0.75,Game Design,Positive
video82,0.75,Audience Feedback,Positive
video59,0.925,Social Interaction,Highly Positive
video12,0.5,Game Design,Neutral
video65,0.456,Audience Reaction,Neutral
video50,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video9,0.5,Progress and Updates,Neutral
video82,0.85,Audience Reaction,Highly Positive
video3,0.15,Audience Feedback,Highly Negative
video73,0.75,Audience Reaction,Positive
video82,0.85,Social Interaction,Highly Positive
video62,0.85,Game Plot,Highly Positive
video3,0.5,Game Requirement,Neutral
video104,0.925,Audience Reaction,Highly Positive
video78,0.65,Audience Reaction,Positive
video3,0.95,Game Design,Highly Positive
video15,0.5,Information Share,Neutral
video56,0.5,Game Requirement,Neutral
video60,0.456,Game Experience,Neutral
video23,0.925,Audience Reaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video82,0.75,Game Plot,Positive
video106,0.5,Social Interaction,Neutral
video3,0.15,Audience Reaction,Highly Negative
video8,0.456,Game Design,Neutral
video82,0.5,Game Design,Neutral
video82,0.75,Audience Feedback,Positive
video111,0.65,Game Requirement,Positive
video41,0.85,Game Design,Highly Positive
video67,0.85,Game Plot,Highly Positive
video89,0.5,Progress and Updates,Neutral
video51,0.5,Social Interaction,Neutral
video3,0.35,Game Experience,Negative
video99,0.15,Audience Reaction,Highly Negative
video53,0.25,Audience Feedback,Negative
video51,0.5,Audience Anticipation,Neutral
video83,0.95,Social Interaction,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video4,0.25,Audience Feedback,Negative
video18,0.5,Social Interaction,Neutral
video51,0.65,Game Plot,Positive
video2,0.85,Audience Reaction,Highly Positive
video3,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video59,0.25,Audience Reaction,Negative
video106,0.25,Audience Reaction,Negative
video82,0.654,Game Plot,Positive
video53,0.25,Audience Reaction,Negative
video54,0.5,Social Interaction,Neutral
video111,0.5,Game Requirement,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.45,Audience Feedback,Neutral
video3,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video47,0.35,Game Experience,Negative
video41,0.95,Social Interaction,Highly Positive
video21,0.95,Audience Reaction,Highly Positive
video7,0.85,Audience Reaction,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Feedback,Neutral
video4,0.5,Information Share,Neutral
video97,0.65,Game Plot,Positive
video8,0.5,Audience Reaction,Neutral
video3,0.75,Audience Reaction,Positive
video46,0.95,Audience Reaction,Highly Positive
video85,0.65,Audience Reaction,Positive
video4,0.5,Game Plot,Neutral
video82,0.5,Game Design,Neutral
video10,0.45,Game Design,Neutral
video82,0.65,Audience Reaction,Positive
video112,0.5,Audience Reaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video8,0.654,Game Experience,Positive
video20,0.825,Game Experience,Highly Positive
video78,0.75,Audience Reaction,Positive
video23,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video51,0.925,Game Plot,Highly Positive
video82,0.25,Audience Reaction,Negative
video97,0.35,Audience Feedback,Negative
video3,0.85,Game Design,Highly Positive
video82,0.65,Social Interaction,Positive
video104,0.5,Audience Reaction,Neutral
video111,0.95,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video3,0.925,Audience Reaction,Highly Positive
video72,0.95,Information Share,Highly Positive
video82,0.75,Social Interaction,Positive
video18,0.75,Social Interaction,Positive
video3,0.925,Social Interaction,Highly Positive
video82,0.357,Social Interaction,Negative
video82,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video104,0.65,Game Plot,Positive
video82,0.652,Social Interaction,Positive
video80,0.25,Audience Feedback,Negative
video82,0.65,Progress and Updates,Positive
video82,0.5,Social Interaction,Neutral
video8,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video23,0.9,Audience Reaction,Highly Positive
video41,0.95,Audience Reaction,Highly Positive
video117,0.5,Game Design,Neutral
video50,0.25,Audience Feedback,Negative
video82,0.45,Information Share,Neutral
video111,0.75,Audience Anticipation,Positive
video82,0.75,Social Interaction,Positive
video23,0.456,Game Experience,Neutral
video82,0.85,Audience Reaction,Highly Positive
video99,0.8,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video8,0.5,Social Interaction,Neutral
video51,0.925,Audience Anticipation,Highly Positive
video82,0.75,Game Design,Positive
video111,0.5,Social Interaction,Neutral
video20,0.5,Social Interaction,Neutral
video3,0.5,Game Design,Neutral
video82,0.5,Game Experience,Neutral
video82,0.85,Social Interaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video29,0.925,Game Requirement,Highly Positive
video51,0.85,Game Design,Highly Positive
video82,0.25,Game Plot,Negative
video99,0.35,Game Experience,Negative
video67,0.65,Game Plot,Positive
video24,0.5,Audience Reaction,Neutral
video51,0.5,Audience Reaction,Neutral
video60,0.652,Game Experience,Positive
video89,0.45,Audience Reaction,Neutral
video48,0.65,Game Experience,Positive
video121,0.85,Audience Reaction,Highly Positive
video8,0.5,Social Interaction,Neutral
video104,0.5,Audience Anticipation,Neutral
video53,0.75,Audience Anticipation,Positive
video2,0.456,Social Interaction,Neutral
video59,0.75,Game Design,Positive
video4,0.85,Game Design,Highly Positive
video106,0.75,Audience Anticipation,Positive
video82,0.5,Game Design,Neutral
video97,0.65,Audience Reaction,Positive
video44,0.5,Social Interaction,Neutral
video53,0.75,Game Design,Positive
video82,0.35,Social Interaction,Negative
video70,0.5,Audience Reaction,Neutral
video3,0.925,Game Design,Highly Positive
video85,0.85,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video23,0.888,Information Share,Highly Positive
video23,0.75,Social Interaction,Positive
video3,0.5,Game Requirement,Neutral
video82,0.5,Audience Anticipation,Neutral
video14,0.5,Audience Reaction,Neutral
video4,0.65,Audience Feedback,Positive
video3,0.5,Audience Reaction,Neutral
video82,0.0,Social Interaction,Highly Negative
video55,0.995,Audience Reaction,Highly Positive
video2,0.95,Social Interaction,Highly Positive
video45,0.85,Audience Anticipation,Highly Positive
video60,0.25,Audience Feedback,Negative
video69,0.5,Social Interaction,Neutral
video38,0.25,Audience Reaction,Negative
video82,0.5,Game Experience,Neutral
video82,0.5,Audience Reaction,Neutral
video85,0.45,Information Share,Neutral
video82,0.5,Game Design,Neutral
video3,0.5,Information Share,Neutral
video80,0.925,Game Experience,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Reaction,Neutral
video47,0.45,Audience Reaction,Neutral
video23,0.15,Audience Feedback,Highly Negative
video41,0.95,Audience Reaction,Highly Positive
video2,0.85,Audience Reaction,Highly Positive
video55,0.85,Game Experience,Highly Positive
video23,0.85,Audience Reaction,Highly Positive
video23,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.65,Game Design,Positive
video82,0.5,Game Plot,Neutral
video82,0.25,Game Experience,Negative
video80,0.15,Audience Feedback,Highly Negative
video85,0.75,Audience Reaction,Positive
video42,0.95,Audience Feedback,Highly Positive
video8,0.25,Game Design,Negative
video3,0.5,Information Share,Neutral
video23,0.5,Game Experience,Neutral
video8,0.5,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video23,0.85,Game Design,Highly Positive
video36,0.95,Audience Anticipation,Highly Positive
video4,0.925,Game Design,Highly Positive
video3,0.85,Game Design,Highly Positive
video4,0.5,Information Share,Neutral
video4,0.25,Audience Reaction,Negative
video2,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video84,0.85,Game Plot,Highly Positive
video82,0.357,Audience Reaction,Negative
video82,0.75,Social Interaction,Positive
video51,0.75,Audience Reaction,Positive
video62,0.75,Audience Reaction,Positive
video3,0.95,Audience Reaction,Highly Positive
video8,0.75,Social Interaction,Positive
video60,0.357,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video82,0.35,Social Interaction,Negative
video85,0.15,Social Interaction,Highly Negative
video82,0.15,Audience Reaction,Highly Negative
video80,0.925,Audience Anticipation,Highly Positive
video82,0.75,Social Interaction,Positive
video50,0.75,Audience Anticipation,Positive
video23,0.357,Audience Feedback,Negative
video3,0.5,Social Interaction,Neutral
video4,0.25,Social Interaction,Negative
video8,0.5,Social Interaction,Neutral
video59,0.25,Audience Feedback,Negative
video4,0.15,Audience Reaction,Highly Negative
video93,0.5,Game Design,Neutral
video82,0.5,Audience Reaction,Neutral
video38,0.75,Audience Anticipation,Positive
video82,0.65,Game Design,Positive
video8,0.5,Social Interaction,Neutral
video15,0.85,Information Share,Highly Positive
video3,0.95,Audience Anticipation,Highly Positive
video112,0.85,Game Plot,Highly Positive
video82,0.5,Audience Reaction,Neutral
video13,0.85,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video50,0.925,Game Design,Highly Positive
video82,0.75,Audience Anticipation,Positive
video8,0.95,Audience Reaction,Highly Positive
video47,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video16,0.5,Game Experience,Neutral
video4,0.75,Audience Reaction,Positive
video82,0.85,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video62,0.852,Game Plot,Highly Positive
video72,0.85,Audience Reaction,Highly Positive
video82,0.789,Social Interaction,Positive
video47,0.5,Game Experience,Neutral
video23,0.45,Audience Reaction,Neutral
video82,0.5,Information Share,Neutral
video50,0.925,Audience Feedback,Highly Positive
video40,0.95,Social Interaction,Highly Positive
video54,0.85,Social Interaction,Highly Positive
video4,0.75,Audience Reaction,Positive
video23,0.5,Information Share,Neutral
video3,0.654,Audience Reaction,Positive
video50,0.85,Audience Reaction,Highly Positive
video65,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video85,0.5,Game Plot,Neutral
video1,0.25,Game Experience,Negative
video61,0.652,Game Experience,Positive
video4,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video72,0.85,Information Share,Highly Positive
video21,0.3,Audience Reaction,Negative
video80,0.25,Audience Feedback,Negative
video51,0.85,Audience Reaction,Highly Positive
video55,0.95,Audience Reaction,Highly Positive
video53,0.925,Social Interaction,Highly Positive
video82,0.5,Game Design,Neutral
video117,0.95,Audience Reaction,Highly Positive
video111,0.65,Social Interaction,Positive
video50,0.65,Information Share,Positive
video85,0.652,Audience Reaction,Positive
video5,0.25,Audience Reaction,Negative
video3,0.925,Game Design,Highly Positive
video91,0.5,Social Interaction,Neutral
video53,0.65,Game Design,Positive
video82,0.925,Audience Reaction,Highly Positive
video8,0.925,Game Design,Highly Positive
video99,0.925,Game Plot,Highly Positive
video53,0.5,Game Plot,Neutral
video84,0.5,Social Interaction,Neutral
video59,0.45,Game Plot,Neutral
video92,0.75,Audience Reaction,Positive
video3,0.0,Audience Feedback,Highly Negative
video48,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video105,0.65,Game Experience,Positive
video82,0.5,Social Interaction,Neutral
video8,0.85,Audience Anticipation,Highly Positive
video106,0.75,Game Plot,Positive
video60,0.456,Audience Reaction,Neutral
video8,0.0,Audience Reaction,Highly Negative
video82,0.65,Game Plot,Positive
video82,0.75,Game Plot,Positive
video41,0.95,Audience Reaction,Highly Positive
video23,0.5,Game Design,Neutral
video1,0.25,Game Experience,Negative
video80,0.85,Audience Feedback,Highly Positive
video75,0.85,Game Plot,Highly Positive
video54,0.5,Audience Feedback,Neutral
video9,0.5,Audience Reaction,Neutral
video4,0.95,Game Design,Highly Positive
video4,0.65,Audience Reaction,Positive
video82,0.85,Game Plot,Highly Positive
video3,0.95,Game Design,Highly Positive
video47,0.55,Audience Reaction,Neutral
video117,0.25,Audience Reaction,Negative
video45,0.5,Game Requirement,Neutral
video54,0.5,Audience Anticipation,Neutral
video65,0.25,Audience Reaction,Negative
video16,0.925,Social Interaction,Highly Positive
video82,0.35,Audience Reaction,Negative
video42,0.85,Social Interaction,Highly Positive
video8,0.852,Audience Anticipation,Highly Positive
video24,0.852,Game Plot,Highly Positive
video65,0.95,Audience Reaction,Highly Positive
video87,0.925,Audience Reaction,Highly Positive
video23,0.5,Social Interaction,Neutral
video25,0.75,Social Interaction,Positive
video53,0.75,Audience Feedback,Positive
video82,0.456,Audience Reaction,Neutral
video23,0.5,Game Plot,Neutral
video70,0.5,Game Design,Neutral
video76,0.45,Progress and Updates,Neutral
video3,0.75,Game Experience,Positive
video92,0.35,Social Interaction,Negative
video23,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.6,Game Experience,Positive
video23,0.5,Game Plot,Neutral
video23,0.75,Audience Reaction,Positive
