video,Sentiment Score,Classification,Label
video102,0.75,Social Interaction,Positive
video97,0.652,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video83,0.75,Social Interaction,Positive
video102,0.35,Game Experience,Negative
video53,0.0,Social Interaction,Highly Negative
video8,0.75,Audience Reaction,Positive
video82,0.5,Game Design,Neutral
video59,0.925,Game Design,Highly Positive
video53,0.65,Social Interaction,Positive
video2,0.95,Audience Anticipation,Highly Positive
video80,0.5,Game Design,Neutral
video82,0.0,Social Interaction,Highly Negative
video24,0.25,Audience Feedback,Negative
video60,0.85,Game Experience,Highly Positive
video12,0.65,Game Experience,Positive
video51,0.85,Game Design,Highly Positive
video81,0.5,Progress and Updates,Neutral
video41,0.95,Audience Reaction,Highly Positive
video96,0.925,Audience Reaction,Highly Positive
video3,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video121,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video29,0.5,Social Interaction,Neutral
video59,0.25,Social Interaction,Negative
video46,0.75,Social Interaction,Positive
video3,0.75,Game Design,Positive
video104,0.925,Game Plot,Highly Positive
video23,0.25,Audience Feedback,Negative
video12,0.95,Audience Anticipation,Highly Positive
video36,0.45,Audience Feedback,Neutral
video82,0.75,Social Interaction,Positive
video4,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video48,0.5,Social Interaction,Neutral
video17,0.5,Social Interaction,Neutral
video82,0.75,Game Design,Positive
video92,0.5,Audience Reaction,Neutral
video3,0.85,Information Share,Highly Positive
video54,0.5,Game Design,Neutral
video82,0.25,Game Experience,Negative
video82,0.9,Social Interaction,Highly Positive
video2,0.35,Social Interaction,Negative
video82,0.75,Social Interaction,Positive
video82,0.0,Audience Reaction,Highly Negative
video47,0.35,Audience Reaction,Negative
video43,0.75,Game Requirement,Positive
video55,0.95,Audience Reaction,Highly Positive
video82,0.35,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video3,0.5,Information Share,Neutral
video30,1.0,Audience Reaction,Highly Positive
video111,0.75,Information Share,Positive
video3,0.5,Audience Reaction,Neutral
video42,0.925,Audience Anticipation,Highly Positive
video54,0.5,Social Interaction,Neutral
video32,0.75,Social Interaction,Positive
video3,0.85,Game Plot,Highly Positive
video111,0.5,Social Interaction,Neutral
video25,0.75,Audience Reaction,Positive
video3,0.925,Audience Reaction,Highly Positive
video82,0.35,Game Plot,Negative
video63,0.25,Audience Feedback,Negative
video82,0.5,Game Design,Neutral
video3,0.65,Audience Reaction,Positive
video50,0.5,Game Plot,Neutral
video51,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.925,Audience Anticipation,Highly Positive
video42,0.95,Audience Reaction,Highly Positive
video16,0.95,Audience Reaction,Highly Positive
video92,0.5,Audience Reaction,Neutral
video117,0.95,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video27,0.5,Audience Reaction,Neutral
video59,0.35,Audience Reaction,Negative
video118,0.925,Audience Reaction,Highly Positive
video36,0.35,Audience Anticipation,Negative
video102,0.95,Audience Reaction,Highly Positive
video82,0.5,Information Share,Neutral
video66,0.852,Audience Reaction,Highly Positive
video40,0.75,Social Interaction,Positive
video90,0.85,Audience Anticipation,Highly Positive
video50,0.925,Audience Reaction,Highly Positive
video102,0.5,Game Design,Neutral
video3,0.5,Social Interaction,Neutral
video12,0.45,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.95,Audience Reaction,Highly Positive
video82,0.95,Audience Reaction,Highly Positive
video47,0.652,Game Experience,Positive
video82,0.5,Social Interaction,Neutral
video87,0.95,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.75,Game Design,Positive
video106,0.925,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.65,Audience Anticipation,Positive
video42,0.85,Social Interaction,Highly Positive
video70,0.15,Audience Reaction,Highly Negative
video29,0.5,Information Share,Neutral
video67,0.35,Game Plot,Negative
video3,0.5,Social Interaction,Neutral
video111,0.75,Social Interaction,Positive
video44,0.25,Audience Reaction,Negative
video60,0.35,Game Experience,Negative
video82,0.255,Game Experience,Negative
video60,0.75,Game Experience,Positive
video40,0.85,Social Interaction,Highly Positive
video103,0.95,Audience Reaction,Highly Positive
video3,0.25,Audience Anticipation,Negative
video82,0.25,Social Interaction,Negative
video102,0.75,Audience Reaction,Positive
video16,0.95,Audience Feedback,Highly Positive
video3,0.5,Social Interaction,Neutral
video2,0.85,Game Design,Highly Positive
video82,0.75,Audience Reaction,Positive
video82,0.25,Audience Reaction,Negative
video111,0.5,Audience Anticipation,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Audience Anticipation,Neutral
video23,0.85,Game Plot,Highly Positive
video24,0.75,Audience Reaction,Positive
video38,0.75,Audience Reaction,Positive
video82,0.95,Audience Reaction,Highly Positive
video36,0.925,Audience Anticipation,Highly Positive
video42,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video48,0.25,Audience Reaction,Negative
video13,0.0,Audience Reaction,Highly Negative
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video47,0.75,Social Interaction,Positive
video27,0.95,Audience Anticipation,Highly Positive
video82,0.45,Social Interaction,Neutral
video92,0.75,Audience Reaction,Positive
video82,0.5,Audience Anticipation,Neutral
video81,0.85,Social Interaction,Highly Positive
video47,0.25,Game Plot,Negative
video48,0.85,Information Share,Highly Positive
video3,0.5,Audience Anticipation,Neutral
video81,0.75,Audience Feedback,Positive
video47,0.5,Audience Reaction,Neutral
video48,0.5,Information Share,Neutral
video12,0.25,Audience Feedback,Negative
video47,0.85,Audience Reaction,Highly Positive
video75,0.357,Social Interaction,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.0,Audience Anticipation,Highly Negative
video40,0.925,Audience Reaction,Highly Positive
video29,0.75,Game Design,Positive
video102,0.35,Audience Feedback,Negative
video3,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video16,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video106,0.925,Social Interaction,Highly Positive
video50,0.925,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video118,0.95,Audience Reaction,Highly Positive
video61,0.5,Game Requirement,Neutral
video4,0.85,Game Plot,Highly Positive
video44,0.95,Social Interaction,Highly Positive
video59,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video54,0.75,Social Interaction,Positive
video66,0.652,Audience Anticipation,Positive
video82,0.456,Audience Reaction,Neutral
video59,0.75,Audience Feedback,Positive
video106,0.75,Game Experience,Positive
video82,0.85,Social Interaction,Highly Positive
video92,0.45,Audience Feedback,Neutral
video82,0.85,Social Interaction,Highly Positive
video61,0.35,Game Experience,Negative
video54,0.95,Audience Reaction,Highly Positive
video28,0.35,Audience Reaction,Negative
video53,0.85,Information Share,Highly Positive
video7,0.95,Audience Reaction,Highly Positive
video16,0.95,Audience Anticipation,Highly Positive
video82,0.65,Social Interaction,Positive
video117,0.985,Game Design,Highly Positive
video3,0.25,Game Plot,Negative
video30,0.0,Social Interaction,Highly Negative
video59,0.45,Social Interaction,Neutral
video44,0.85,Audience Reaction,Highly Positive
video2,0.0,Game Design,Highly Negative
video3,0.85,Social Interaction,Highly Positive
video7,0.85,Social Interaction,Highly Positive
video64,0.25,Social Interaction,Negative
video2,0.75,Game Design,Positive
video3,0.925,Audience Reaction,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video3,0.85,Audience Reaction,Highly Positive
video53,0.5,Audience Reaction,Neutral
video28,0.25,Audience Feedback,Negative
video63,0.65,Audience Anticipation,Positive
video82,0.5,Social Interaction,Neutral
video7,0.95,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video44,0.85,Audience Reaction,Highly Positive
video3,0.925,Game Plot,Highly Positive
video25,0.5,Social Interaction,Neutral
video106,0.75,Game Experience,Positive
video59,0.5,Social Interaction,Neutral
video114,0.5,Game Requirement,Neutral
video76,0.95,Social Interaction,Highly Positive
video8,0.95,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.65,Information Share,Positive
video82,0.25,Social Interaction,Negative
video82,0.75,Game Plot,Positive
video82,0.985,Audience Reaction,Highly Positive
video47,0.75,Social Interaction,Positive
video82,0.5,Audience Reaction,Neutral
video111,0.5,Progress and Updates,Neutral
video82,0.85,Social Interaction,Highly Positive
video54,0.85,Social Interaction,Highly Positive
video4,0.75,Audience Reaction,Positive
video16,0.25,Audience Reaction,Negative
video44,0.925,Audience Reaction,Highly Positive
video7,0.85,Game Plot,Highly Positive
video47,0.5,Audience Reaction,Neutral
video23,0.15,Social Interaction,Highly Negative
video51,0.85,Game Plot,Highly Positive
video82,0.5,Social Interaction,Neutral
video8,0.5,Game Design,Neutral
video82,0.85,Game Design,Highly Positive
video91,0.925,Social Interaction,Highly Positive
video48,0.5,Game Design,Neutral
video1,0.75,Audience Anticipation,Positive
video59,0.5,Social Interaction,Neutral
video2,0.75,Social Interaction,Positive
video23,0.5,Game Design,Neutral
video16,0.75,Social Interaction,Positive
video60,0.5,Game Experience,Neutral
video3,0.456,Game Design,Neutral
video67,0.75,Game Plot,Positive
video47,0.85,Game Design,Highly Positive
video12,0.75,Audience Anticipation,Positive
video54,0.85,Game Design,Highly Positive
video4,0.65,Game Plot,Positive
video9,0.456,Audience Reaction,Neutral
video3,0.65,Audience Feedback,Positive
video82,0.153,Audience Reaction,Highly Negative
video82,0.75,Game Experience,Positive
video43,0.25,Audience Reaction,Negative
video28,0.985,Audience Anticipation,Highly Positive
video4,0.35,Game Requirement,Negative
video3,0.5,Social Interaction,Neutral
video106,0.5,Game Plot,Neutral
video117,0.451,Audience Reaction,Neutral
video92,0.5,Social Interaction,Neutral
video37,0.5,Audience Anticipation,Neutral
video3,0.75,Information Share,Positive
video3,0.75,Audience Reaction,Positive
video4,0.95,Audience Anticipation,Highly Positive
video59,0.35,Audience Feedback,Negative
video62,0.5,Information Share,Neutral
video47,0.65,Game Experience,Positive
video104,0.5,Social Interaction,Neutral
video78,0.85,Audience Reaction,Highly Positive
video47,0.35,Social Interaction,Negative
video54,0.5,Social Interaction,Neutral
video97,0.65,Social Interaction,Positive
video82,0.25,Social Interaction,Negative
video3,0.5,Information Share,Neutral
video82,0.5,Audience Anticipation,Neutral
video28,0.5,Information Share,Neutral
video50,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video23,0.5,Audience Reaction,Neutral
video3,0.55,Social Interaction,Neutral
video99,0.5,Information Share,Neutral
video107,0.35,Game Design,Negative
video2,0.85,Game Design,Highly Positive
video9,0.25,Social Interaction,Negative
video23,0.925,Audience Anticipation,Highly Positive
video59,0.5,Game Design,Neutral
video82,0.5,Game Design,Neutral
video3,0.85,Game Experience,Highly Positive
video23,0.95,Game Design,Highly Positive
video82,0.654,Social Interaction,Positive
video40,0.5,Audience Anticipation,Neutral
video73,0.75,Social Interaction,Positive
video36,0.65,Game Design,Positive
video60,0.25,Audience Reaction,Negative
video3,0.95,Audience Reaction,Highly Positive
video2,0.95,Game Plot,Highly Positive
video67,0.5,Game Design,Neutral
video3,0.75,Audience Feedback,Positive
video60,0.25,Game Experience,Negative
video82,0.75,Social Interaction,Positive
video82,0.5,Social Interaction,Neutral
video59,0.75,Audience Feedback,Positive
video48,0.654,Game Experience,Positive
video19,0.925,Game Plot,Highly Positive
video111,0.254,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video4,0.5,Audience Reaction,Neutral
video82,0.925,Audience Reaction,Highly Positive
video36,0.925,Audience Reaction,Highly Positive
video4,0.65,Game Experience,Positive
video47,0.35,Game Experience,Negative
video39,0.25,Audience Reaction,Negative
video20,0.5,Game Design,Neutral
video121,0.75,Game Design,Positive
video27,0.925,Game Requirement,Highly Positive
video48,0.65,Audience Reaction,Positive
video55,0.925,Social Interaction,Highly Positive
video3,0.5,Audience Feedback,Neutral
video4,0.5,Information Share,Neutral
video8,0.75,Game Experience,Positive
video3,0.85,Game Design,Highly Positive
video82,0.75,Audience Reaction,Positive
video60,0.25,Audience Reaction,Negative
video82,0.35,Audience Feedback,Negative
video29,0.95,Audience Anticipation,Highly Positive
video1,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.75,Game Design,Positive
video53,0.25,Audience Feedback,Negative
video47,0.85,Audience Reaction,Highly Positive
video117,0.5,Game Design,Neutral
video60,0.654,Game Experience,Positive
video80,0.5,Social Interaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video82,0.235,Audience Reaction,Negative
video84,0.5,Game Experience,Neutral
video82,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video41,0.15,Audience Reaction,Highly Negative
video23,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.65,Audience Anticipation,Positive
video3,0.5,Game Requirement,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Game Design,Neutral
video85,0.35,Game Experience,Negative
video73,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video5,0.85,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.85,Social Interaction,Highly Positive
video33,0.5,Audience Reaction,Neutral
video31,0.453,Audience Feedback,Neutral
video23,0.5,Information Share,Neutral
video82,0.75,Audience Reaction,Positive
video87,0.456,Audience Reaction,Neutral
video47,0.75,Audience Reaction,Positive
video100,0.85,Game Plot,Highly Positive
video82,0.75,Game Experience,Positive
video82,0.5,Social Interaction,Neutral
video95,0.5,Social Interaction,Neutral
video119,0.5,Audience Reaction,Neutral
video27,0.5,Social Interaction,Neutral
video4,0.85,Social Interaction,Highly Positive
video81,0.85,Game Requirement,Highly Positive
video26,0.85,Audience Feedback,Highly Positive
video102,0.5,Game Design,Neutral
video60,0.75,Game Experience,Positive
video29,0.925,Social Interaction,Highly Positive
video98,0.357,Game Design,Negative
video82,0.75,Game Plot,Positive
video82,0.5,Game Plot,Neutral
video2,0.75,Audience Feedback,Positive
video23,0.85,Social Interaction,Highly Positive
video20,0.75,Game Design,Positive
video23,0.5,Game Plot,Neutral
video20,0.5,Social Interaction,Neutral
video59,0.456,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video111,0.35,Audience Reaction,Negative
video60,0.357,Audience Feedback,Negative
video53,0.55,Audience Feedback,Neutral
video91,0.5,Audience Reaction,Neutral
video23,0.888,Information Share,Highly Positive
video51,0.456,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.85,Audience Reaction,Highly Positive
video3,0.85,Information Share,Highly Positive
video42,0.985,Audience Anticipation,Highly Positive
video76,0.35,Audience Reaction,Negative
video51,0.925,Game Design,Highly Positive
video59,0.25,Audience Reaction,Negative
video3,0.85,Information Share,Highly Positive
video28,0.5,Information Share,Neutral
video8,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video80,0.15,Audience Feedback,Highly Negative
video75,0.925,Audience Reaction,Highly Positive
video82,0.852,Social Interaction,Highly Positive
video113,0.5,Audience Reaction,Neutral
video84,0.85,Audience Anticipation,Highly Positive
video47,0.45,Audience Feedback,Neutral
video33,0.9,Social Interaction,Highly Positive
video82,0.65,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video111,0.25,Audience Feedback,Negative
video106,0.25,Audience Feedback,Negative
video82,0.35,Audience Reaction,Negative
video93,0.15,Audience Reaction,Highly Negative
video27,0.925,Audience Reaction,Highly Positive
video54,0.65,Information Share,Positive
video23,0.75,Game Design,Positive
video41,0.95,Audience Reaction,Highly Positive
video55,0.0,Audience Reaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video3,0.85,Audience Reaction,Highly Positive
video82,0.55,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video36,0.35,Audience Feedback,Negative
video82,0.5,Audience Reaction,Neutral
video3,0.75,Game Design,Positive
video59,0.75,Audience Reaction,Positive
video111,0.5,Audience Reaction,Neutral
video1,0.95,Audience Feedback,Highly Positive
video85,0.75,Audience Reaction,Positive
video97,0.55,Game Plot,Neutral
video82,0.925,Game Plot,Highly Positive
video82,0.75,Game Plot,Positive
video10,0.5,Game Requirement,Neutral
video3,0.65,Audience Anticipation,Positive
video44,0.925,Audience Reaction,Highly Positive
video23,0.5,Audience Reaction,Neutral
video112,0.5,Audience Reaction,Neutral
video103,0.925,Social Interaction,Highly Positive
video7,0.5,Game Requirement,Neutral
video82,0.925,Audience Reaction,Highly Positive
video44,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video47,0.5,Game Requirement,Neutral
video23,0.5,Audience Reaction,Neutral
video47,0.75,Audience Reaction,Positive
video82,0.5,Game Plot,Neutral
video30,0.75,Game Design,Positive
video94,0.5,Game Design,Neutral
video82,0.5,Game Plot,Neutral
video58,0.925,Social Interaction,Highly Positive
video3,0.25,Game Design,Negative
video80,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.925,Social Interaction,Highly Positive
video47,0.75,Audience Reaction,Positive
video23,0.85,Information Share,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video51,0.75,Game Experience,Positive
video82,0.75,Game Plot,Positive
video3,0.5,Game Plot,Neutral
video82,0.65,Game Experience,Positive
video51,0.456,Social Interaction,Neutral
video33,0.65,Audience Reaction,Positive
video23,0.75,Game Experience,Positive
video4,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video4,0.888,Information Share,Highly Positive
video26,0.925,Audience Reaction,Highly Positive
video33,0.456,Audience Feedback,Neutral
video117,0.95,Audience Reaction,Highly Positive
video107,0.95,Game Requirement,Highly Positive
video6,0.5,Social Interaction,Neutral
video102,0.65,Game Experience,Positive
video47,0.75,Game Experience,Positive
video82,0.25,Game Plot,Negative
video23,0.25,Audience Reaction,Negative
video104,0.65,Game Plot,Positive
video106,0.55,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.85,Social Interaction,Highly Positive
video104,0.65,Game Plot,Positive
video2,0.95,Game Design,Highly Positive
video54,0.85,Game Plot,Highly Positive
video3,0.75,Game Plot,Positive
video51,0.75,Game Design,Positive
video82,0.5,Audience Reaction,Neutral
video80,0.25,Audience Reaction,Negative
video18,0.5,Social Interaction,Neutral
video3,0.95,Audience Anticipation,Highly Positive
video81,0.5,Social Interaction,Neutral
video2,0.85,Social Interaction,Highly Positive
video80,0.925,Audience Reaction,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video82,0.25,Game Experience,Negative
video51,0.75,Game Plot,Positive
video3,0.912,Audience Reaction,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video116,0.5,Social Interaction,Neutral
video81,0.35,Audience Anticipation,Negative
video23,0.5,Game Design,Neutral
video18,0.925,Audience Reaction,Highly Positive
video8,0.5,Game Requirement,Neutral
video85,0.25,Audience Reaction,Negative
video2,0.5,Information Share,Neutral
video9,0.75,Audience Anticipation,Positive
video4,0.925,Social Interaction,Highly Positive
video53,0.5,Audience Anticipation,Neutral
video4,0.925,Game Plot,Highly Positive
video10,0.5,Game Design,Neutral
video47,0.65,Audience Reaction,Positive
video81,0.25,Social Interaction,Negative
video8,0.5,Information Share,Neutral
video44,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video84,0.85,Social Interaction,Highly Positive
video1,0.862,Audience Feedback,Highly Positive
video29,0.925,Game Design,Highly Positive
video106,0.985,Social Interaction,Highly Positive
video106,0.85,Social Interaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video82,0.25,Game Plot,Negative
video20,0.85,Audience Reaction,Highly Positive
video55,0.95,Audience Reaction,Highly Positive
video55,0.925,Audience Reaction,Highly Positive
video7,0.85,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video4,0.25,Audience Reaction,Negative
video2,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.925,Audience Reaction,Highly Positive
video51,0.85,Game Design,Highly Positive
video82,0.25,Audience Reaction,Negative
video87,0.65,Game Experience,Positive
video17,0.35,Game Design,Negative
video82,0.25,Game Design,Negative
video82,0.456,Audience Reaction,Neutral
video48,0.5,Audience Reaction,Neutral
video106,0.652,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Game Plot,Neutral
video2,0.25,Audience Anticipation,Negative
video82,0.25,Social Interaction,Negative
video82,0.5,Social Interaction,Neutral
video4,0.5,Social Interaction,Neutral
video47,0.85,Social Interaction,Highly Positive
video81,0.45,Audience Reaction,Neutral
video16,0.5,Audience Anticipation,Neutral
video50,0.85,Game Requirement,Highly Positive
video9,0.85,Audience Reaction,Highly Positive
video2,0.5,Audience Reaction,Neutral
video62,0.925,Audience Anticipation,Highly Positive
video92,0.25,Audience Reaction,Negative
video82,0.925,Social Interaction,Highly Positive
video36,0.85,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video23,0.5,Social Interaction,Neutral
video2,0.25,Social Interaction,Negative
video23,0.65,Audience Reaction,Positive
video106,0.5,Game Plot,Neutral
video49,0.925,Audience Reaction,Highly Positive
video4,0.925,Game Plot,Highly Positive
video62,0.25,Game Design,Negative
video111,0.65,Audience Anticipation,Positive
video3,0.5,Social Interaction,Neutral
video9,0.85,Audience Anticipation,Highly Positive
video29,0.5,Game Plot,Neutral
video4,0.35,Social Interaction,Negative
video47,0.65,Audience Reaction,Positive
video82,0.85,Audience Reaction,Highly Positive
video62,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video47,0.75,Game Experience,Positive
video96,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video4,0.65,Audience Feedback,Positive
video81,0.5,Social Interaction,Neutral
video8,0.25,Social Interaction,Negative
video31,0.925,Audience Reaction,Highly Positive
video2,0.5,Social Interaction,Neutral
video24,0.15,Audience Reaction,Highly Negative
video82,0.5,Game Design,Neutral
video82,0.85,Game Plot,Highly Positive
video82,0.75,Audience Reaction,Positive
video12,0.25,Game Plot,Negative
video19,0.5,Social Interaction,Neutral
video2,0.925,Information Share,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.357,Audience Reaction,Negative
video28,0.5,Game Plot,Neutral
video1,0.453,Audience Feedback,Neutral
video23,0.652,Game Experience,Positive
video92,0.95,Audience Anticipation,Highly Positive
video82,0.925,Game Plot,Highly Positive
video82,0.2,Audience Reaction,Negative
video92,0.352,Audience Feedback,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video27,0.925,Audience Anticipation,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video92,0.652,Audience Reaction,Positive
video7,0.75,Audience Reaction,Positive
video4,0.75,Audience Reaction,Positive
video87,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video70,0.5,Game Plot,Neutral
video23,0.5,Audience Reaction,Neutral
video106,0.45,Game Experience,Neutral
video16,0.95,Game Plot,Highly Positive
video106,0.25,Audience Reaction,Negative
video3,0.5,Audience Reaction,Neutral
video82,0.45,Social Interaction,Neutral
video102,0.0,Audience Reaction,Highly Negative
video25,0.15,Audience Reaction,Highly Negative
video8,0.25,Game Design,Negative
video87,0.456,Audience Reaction,Neutral
video80,0.95,Audience Anticipation,Highly Positive
video3,0.5,Information Share,Neutral
video80,0.5,Game Plot,Neutral
video12,0.95,Audience Reaction,Highly Positive
video82,0.35,Information Share,Negative
video82,0.65,Game Plot,Positive
video84,0.95,Audience Reaction,Highly Positive
video104,0.5,Audience Reaction,Neutral
video65,0.5,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video4,0.85,Game Requirement,Highly Positive
video107,0.75,Game Experience,Positive
video82,0.5,Social Interaction,Neutral
video47,0.75,Game Experience,Positive
video81,0.35,Game Experience,Negative
video4,0.925,Social Interaction,Highly Positive
video82,0.35,Game Plot,Negative
video111,0.75,Social Interaction,Positive
video3,0.925,Game Design,Highly Positive
video48,0.5,Audience Reaction,Neutral
video50,0.5,Social Interaction,Neutral
video25,0.85,Audience Reaction,Highly Positive
video29,0.85,Information Share,Highly Positive
video82,0.75,Game Design,Positive
video2,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video16,0.65,Audience Reaction,Positive
video82,0.25,Game Experience,Negative
video82,0.5,Audience Anticipation,Neutral
video16,0.925,Game Plot,Highly Positive
video55,0.95,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video97,0.925,Audience Reaction,Highly Positive
video117,0.95,Audience Reaction,Highly Positive
video81,0.5,Game Requirement,Neutral
video10,0.85,Game Requirement,Highly Positive
video58,0.85,Social Interaction,Highly Positive
video9,0.25,Audience Feedback,Negative
video82,0.5,Audience Anticipation,Neutral
video60,0.25,Audience Reaction,Negative
video16,0.95,Social Interaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video43,0.5,Audience Reaction,Neutral
video62,0.25,Audience Reaction,Negative
video50,0.75,Game Experience,Positive
video85,0.5,Game Design,Neutral
video85,0.85,Audience Anticipation,Highly Positive
video19,0.925,Game Design,Highly Positive
video23,0.5,Information Share,Neutral
video82,0.85,Audience Reaction,Highly Positive
video54,0.5,Social Interaction,Neutral
video53,0.45,Game Experience,Neutral
video3,0.45,Audience Reaction,Neutral
video3,0.75,Audience Reaction,Positive
video27,0.75,Game Design,Positive
video19,0.5,Audience Reaction,Neutral
video82,0.65,Audience Reaction,Positive
video8,0.5,Information Share,Neutral
video82,0.25,Audience Reaction,Negative
video67,0.5,Social Interaction,Neutral
video7,0.5,Game Design,Neutral
video24,0.5,Social Interaction,Neutral
video8,0.5,Audience Anticipation,Neutral
video30,0.9,Audience Anticipation,Highly Positive
video82,0.5,Audience Reaction,Neutral
video2,0.65,Information Share,Positive
video51,0.5,Game Plot,Neutral
video16,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video111,0.85,Audience Anticipation,Highly Positive
video4,0.5,Game Design,Neutral
video36,0.5,Social Interaction,Neutral
video8,1.0,Social Interaction,Highly Positive
video36,0.35,Game Requirement,Negative
video48,0.25,Audience Reaction,Negative
video23,0.95,Audience Reaction,Highly Positive
video78,0.95,Audience Reaction,Highly Positive
video106,0.5,Information Share,Neutral
video5,0.5,Game Plot,Neutral
video54,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video23,0.65,Audience Feedback,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video60,0.85,Audience Anticipation,Highly Positive
video33,0.85,Social Interaction,Highly Positive
video50,0.95,Audience Feedback,Highly Positive
video111,0.95,Social Interaction,Highly Positive
video21,0.45,Audience Anticipation,Neutral
video47,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.85,Audience Anticipation,Highly Positive
video82,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.85,Game Plot,Highly Positive
video23,0.5,Game Design,Neutral
video82,0.65,Audience Feedback,Positive
video82,0.75,Social Interaction,Positive
video117,0.95,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video25,0.652,Game Experience,Positive
video82,0.25,Social Interaction,Negative
video82,0.75,Social Interaction,Positive
video84,0.85,Audience Reaction,Highly Positive
video67,0.25,Social Interaction,Negative
video29,0.75,Social Interaction,Positive
video33,0.25,Audience Reaction,Negative
