video,Sentiment Score,Classification,IP,Label
video80,0.85,Audience Reaction,Henan,Highly Positive
video46,0.654,Game Design,Sichuan,Positive
video80,0.5,Audience Reaction,Shandong,Neutral
video21,0.5,Information Share,Gansu,Neutral
video75,0.5,Game Plot,Henan,Neutral
video26,0.65,Social Interaction,Guangdong,Positive
video44,0.75,Social Interaction,Beijing,Positive
video80,0.5,Social Interaction,Hebei,Neutral
video28,0.95,Progress and Updates,Jiangsu,Highly Positive
video80,0.65,Game Experience,Zhejiang,Positive
video3,0.85,Social Interaction,Fujian,Highly Positive
video49,0.85,Social Interaction,Zhejiang,Highly Positive
video59,0.925,Audience Reaction,Beijing,Highly Positive
video22,0.925,Social Interaction,Gansu,Highly Positive
video54,0.5,Game Design,Guangdong,Neutral
video83,0.999,Social Interaction,Guizhou,Highly Positive
video28,0.652,Game Plot,Guangdong,Positive
video6,0.5,Game Experience,Shandong,Neutral
video2,0.5,Social Interaction,Henan,Neutral
video89,0.85,Game Experience,Shaanxi,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video21,0.95,Information Share,Hebei,Highly Positive
video80,0.925,Social Interaction,Henan,Highly Positive
video48,0.852,Audience Reaction,Liaoning,Highly Positive
video88,0.925,Game Experience,Tianjin,Highly Positive
video50,0.5,Game Design,Hunan,Neutral
video75,0.85,Game Plot,Liaoning,Highly Positive
video88,0.5,Social Interaction,Sichuan,Neutral
video1,0.5,Game Plot,Guangxi,Neutral
video14,0.85,Social Interaction,Sichuan,Highly Positive
video15,0.25,Audience Reaction,Anhui,Negative
video21,0.75,Audience Feedback,Hubei,Positive
video22,0.85,Social Interaction,Beijing,Highly Positive
video26,0.5,Social Interaction,Guangdong,Neutral
video58,0.95,Audience Reaction,Guangdong,Highly Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video50,0.75,Audience Reaction,Liaoning,Positive
video1,0.925,Game Plot,Anhui,Highly Positive
video6,0.456,Social Interaction,Chongqing,Neutral
video76,0.75,Audience Reaction,Jiangsu,Positive
video20,0.95,Game Experience,Guangdong,Highly Positive
video10,0.95,Social Interaction,Sichuan,Highly Positive
video6,0.75,Audience Reaction,Guangdong,Positive
video87,0.75,Audience Reaction,Hunan,Positive
video21,0.95,Audience Reaction,Shanghai,Highly Positive
video21,0.5,Audience Reaction,Liaoning,Neutral
video62,0.85,Audience Anticipation,Shandong,Highly Positive
video73,0.5,Game Requirement,Hubei,Neutral
video17,0.85,Audience Reaction,Jiangsu,Highly Positive
video56,0.888,Audience Reaction,Anhui,Highly Positive
video22,0.5,Game Requirement,Anhui,Neutral
video6,0.85,Social Interaction,Jilin,Highly Positive
video21,0.999,Social Interaction,Liaoning,Highly Positive
video83,0.85,Game Design,Hunan,Highly Positive
video15,0.75,Social Interaction,Guangdong,Positive
video80,0.888,Social Interaction,Henan,Highly Positive
video59,0.25,Audience Feedback,Jiangsu,Negative
video81,0.5,Game Experience,Shandong,Neutral
video15,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Fujian,Neutral
video60,0.5,Game Experience,Guangdong,Neutral
video6,0.5,Social Interaction,Hainan,Neutral
video22,0.888,Audience Reaction,Jiangsu,Highly Positive
video20,0.85,Social Interaction,Guangdong,Highly Positive
video21,0.925,Progress and Updates,Zhejiang,Highly Positive
video47,0.5,Social Interaction,Hunan,Neutral
video82,0.35,Game Experience,Zhejiang,Negative
video6,0.5,Social Interaction,Inner Mongolia,Neutral
video27,0.95,Audience Reaction,Beijing,Highly Positive
video22,0.75,Social Interaction,Hebei,Positive
video59,0.5,Information Share,Guangdong,Neutral
video14,0.985,Audience Reaction,Hebei,Highly Positive
video21,0.5,Information Share,Guangdong,Neutral
video41,0.95,Social Interaction,Beijing,Highly Positive
video14,0.925,Audience Reaction,Sichuan,Highly Positive
video56,0.75,Social Interaction,Jiangsu,Positive
video67,0.85,Audience Reaction,Jiangsu,Highly Positive
video65,0.65,Game Experience,Zhejiang,Positive
video40,0.654,Game Plot,Shanxi,Positive
video6,0.5,Social Interaction,Xinjiang,Neutral
video1,0.5,Audience Reaction,Sichuan,Neutral
video45,0.0,Game Design,Hubei,Highly Negative
video14,0.95,Social Interaction,Guangdong,Highly Positive
video6,0.999,Social Interaction,Henan,Highly Positive
video3,0.999,Social Interaction,Guangdong,Highly Positive
video42,0.5,Social Interaction,Shandong,Neutral
video6,0.85,Social Interaction,Heilongjiang,Highly Positive
video7,0.5,Game Experience,Guangdong,Neutral
video7,0.5,Game Experience,Sichuan,Neutral
video80,0.925,Social Interaction,Fujian,Highly Positive
video6,0.5,Social Interaction,Hebei,Neutral
video5,0.95,Social Interaction,Zhejiang,Highly Positive
video67,0.985,Audience Reaction,Jiangxi,Highly Positive
video14,0.925,Social Interaction,Guangdong,Highly Positive
video82,0.75,Social Interaction,Guangdong,Positive
video59,0.925,Audience Reaction,Jiangsu,Highly Positive
video22,0.85,Social Interaction,Hebei,Highly Positive
video59,0.925,Audience Reaction,Jilin,Highly Positive
video15,0.45,Audience Reaction,Fujian,Neutral
video21,0.95,Audience Reaction,Anhui,Highly Positive
video56,0.95,Social Interaction,Jilin,Highly Positive
video22,0.25,Audience Reaction,Yunnan,Negative
video21,0.5,Social Interaction,Henan,Neutral
video13,0.5,Social Interaction,Tianjin,Neutral
video22,0.985,Audience Anticipation,Jiangsu,Highly Positive
video17,0.5,Social Interaction,Hebei,Neutral
video79,0.35,Game Experience,Shandong,Negative
video63,0.925,Game Plot,Shanxi,Highly Positive
video76,0.35,Game Experience,Fujian,Negative
video59,0.25,Audience Feedback,Hebei,Negative
video50,0.85,Social Interaction,Guizhou,Highly Positive
video20,0.5,Social Interaction,Shandong,Neutral
video42,0.925,Social Interaction,Jiangxi,Highly Positive
video14,0.985,Audience Reaction,Yunnan,Highly Positive
video80,0.75,Audience Reaction,Anhui,Positive
video59,0.3,Information Share,Liaoning,Negative
video80,0.888,Social Interaction,Shandong,Highly Positive
video15,0.85,Game Plot,Sichuan,Highly Positive
video49,0.456,Audience Reaction,Henan,Neutral
video42,0.5,Social Interaction,Zhejiang,Neutral
video46,0.752,Game Experience,Yunnan,Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video67,0.5,Social Interaction,Zhejiang,Neutral
video22,0.5,Game Requirement,Hebei,Neutral
video49,0.75,Social Interaction,Zhejiang,Positive
video6,0.5,Audience Reaction,Shanghai,Neutral
video22,0.75,Social Interaction,Zhejiang,Positive
video52,0.925,Audience Reaction,Guangxi,Highly Positive
video22,0.75,Audience Feedback,Liaoning,Positive
video68,0.45,Social Interaction,Guangdong,Neutral
video11,0.5,Social Interaction,Yunnan,Neutral
video50,0.75,Game Plot,Liaoning,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video81,0.35,Game Experience,Hebei,Negative
video59,0.0,Audience Feedback,Guangdong,Highly Negative
video22,0.925,Audience Reaction,Hebei,Highly Positive
video28,0.654,Game Plot,Shaanxi,Positive
video21,0.5,Social Interaction,Guizhou,Neutral
video8,0.2,Audience Reaction,Zhejiang,Negative
video36,0.75,Audience Feedback,Beijing,Positive
video20,0.85,Game Experience,Henan,Highly Positive
video60,0.85,Game Design,Sichuan,Highly Positive
video28,0.652,Game Plot,Fujian,Positive
video80,0.5,Social Interaction,Sichuan,Neutral
video21,0.925,Social Interaction,Shaanxi,Highly Positive
video81,0.5,Social Interaction,Jiangsu,Neutral
video80,0.85,Social Interaction,Shaanxi,Highly Positive
video1,0.412,Social Interaction,Jiangsu,Neutral
video20,0.85,Game Plot,Hunan,Highly Positive
video7,0.357,Audience Feedback,Shanghai,Negative
video80,0.85,Social Interaction,Tianjin,Highly Positive
video80,0.5,Social Interaction,Jiangxi,Neutral
video56,0.925,Progress and Updates,Guangdong,Highly Positive
video59,0.852,Audience Reaction,Guangdong,Highly Positive
video59,0.95,Audience Reaction,Heilongjiang,Highly Positive
video88,0.65,Game Experience,Sichuan,Positive
video22,0.5,Social Interaction,Beijing,Neutral
video80,0.65,Game Experience,Beijing,Positive
video60,0.85,Audience Reaction,Yunnan,Highly Positive
video6,0.5,Game Experience,Jiangsu,Neutral
video80,0.5,Social Interaction,Guangdong,Neutral
video15,0.25,Audience Reaction,Beijing,Negative
video21,0.925,Social Interaction,Hebei,Highly Positive
video44,0.5,Social Interaction,Beijing,Neutral
video50,0.852,Audience Reaction,Jiangsu,Highly Positive
video47,0.925,Social Interaction,Henan,Highly Positive
video17,0.5,Social Interaction,Guangdong,Neutral
video21,0.0,Audience Reaction,Ningxia,Highly Negative
video27,0.85,Game Experience,Jiangsu,Highly Positive
video26,0.5,Audience Reaction,Hunan,Neutral
video56,0.654,Audience Reaction,Sichuan,Positive
video62,0.5,Audience Reaction,Henan,Neutral
video5,0.95,Audience Reaction,Fujian,Highly Positive
video6,0.85,Social Interaction,Henan,Highly Positive
video22,0.85,Game Plot,Guangdong,Highly Positive
video11,0.5,Social Interaction,Hainan,Neutral
video27,0.5,Social Interaction,Chongqing,Neutral
video59,1.0,Audience Reaction,Chongqing,Highly Positive
video1,0.5,Social Interaction,Inner Mongolia,Neutral
video23,0.925,Audience Reaction,Fujian,Highly Positive
video89,0.5,Social Interaction,Hunan,Neutral
video80,0.5,Game Experience,Fujian,Neutral
video7,0.35,Game Experience,Jiangsu,Negative
video6,0.75,Audience Reaction,Yunnan,Positive
video6,0.5,Game Plot,Henan,Neutral
video60,0.25,Audience Reaction,Hunan,Negative
video21,0.85,Audience Reaction,Sichuan,Highly Positive
video40,0.75,Game Plot,Unknown,Positive
video26,0.45,Social Interaction,Guangdong,Neutral
video29,0.999,Social Interaction,Guangdong,Highly Positive
video80,0.852,Social Interaction,Anhui,Highly Positive
video22,0.85,Social Interaction,Yunnan,Highly Positive
video21,0.801,Audience Reaction,Jiangsu,Highly Positive
video50,0.85,Social Interaction,Hubei,Highly Positive
video21,0.95,Social Interaction,Shanxi,Highly Positive
video21,0.5,Game Requirement,Jiangxi,Neutral
video56,0.65,Game Experience,Henan,Positive
video22,0.958,Audience Reaction,Anhui,Highly Positive
video81,0.925,Social Interaction,Guangdong,Highly Positive
video60,0.5,Social Interaction,Zhejiang,Neutral
video80,0.95,Audience Reaction,Anhui,Highly Positive
video15,0.5,Audience Reaction,Beijing,Neutral
video21,0.5,Audience Anticipation,Inner Mongolia,Neutral
video14,0.925,Audience Reaction,Shanghai,Highly Positive
video56,0.85,Progress and Updates,Hainan,Highly Positive
video22,0.95,Progress and Updates,Guangdong,Highly Positive
video1,0.75,Social Interaction,Heilongjiang,Positive
video80,0.5,Social Interaction,Sichuan,Neutral
video6,0.456,Audience Reaction,Jiangsu,Neutral
video59,0.85,Social Interaction,Beijing,Highly Positive
video14,0.925,Game Design,Anhui,Highly Positive
video22,0.875,Audience Reaction,Hebei,Highly Positive
video47,0.25,Social Interaction,Jiangsu,Negative
video22,0.5,Social Interaction,Zhejiang,Neutral
video7,0.253,Game Experience,Jiangxi,Negative
video22,0.75,Information Share,Shaanxi,Positive
video15,0.5,Game Experience,Guangxi,Neutral
video68,0.85,Audience Reaction,Gansu,Highly Positive
video28,0.75,Game Plot,Zhejiang,Positive
video22,0.925,Audience Reaction,Shanghai,Highly Positive
video64,0.5,Social Interaction,Shaanxi,Neutral
video6,0.5,Social Interaction,Anhui,Neutral
video22,0.95,Audience Reaction,Beijing,Highly Positive
video65,0.925,Audience Anticipation,Shaanxi,Highly Positive
video22,0.65,Game Experience,Shanxi,Positive
video55,0.753,Game Plot,Guangdong,Positive
video50,0.35,Audience Reaction,Hubei,Negative
video22,0.85,Audience Reaction,Henan,Highly Positive
video59,0.925,Audience Anticipation,Shandong,Highly Positive
video6,0.5,Social Interaction,Shandong,Neutral
video46,0.652,Game Experience,Guangxi,Positive
video50,0.652,Audience Reaction,Shandong,Positive
video75,0.85,Social Interaction,Inner Mongolia,Highly Positive
video14,0.45,Social Interaction,Hubei,Neutral
video40,0.5,Game Plot,Shandong,Neutral
video54,0.5,Audience Reaction,Henan,Neutral
video26,0.052,Social Interaction,Inner Mongolia,Highly Negative
video26,0.5,Social Interaction,Henan,Neutral
video75,0.753,Game Plot,Chongqing,Positive
video35,0.25,Audience Feedback,Hubei,Negative
video21,0.75,Game Requirement,Beijing,Positive
video26,0.352,Social Interaction,Guangxi,Negative
video80,0.75,Social Interaction,Gansu,Positive
video67,0.95,Social Interaction,Yunnan,Highly Positive
video16,0.95,Social Interaction,Shanxi,Highly Positive
video56,0.65,Audience Reaction,Fujian,Positive
video21,0.5,Social Interaction,Hubei,Neutral
video1,0.532,Game Experience,Chongqing,Neutral
video83,0.456,Information Share,Henan,Neutral
video6,0.5,Social Interaction,Shanghai,Neutral
video49,0.85,Game Plot,Hunan,Highly Positive
video49,0.85,Game Plot,Guangdong,Highly Positive
video6,0.5,Game Experience,Guangdong,Neutral
video56,0.45,Audience Reaction,Jiangsu,Neutral
video80,0.5,Information Share,Jiangxi,Neutral
video11,0.5,Game Experience,Jilin,Neutral
video15,0.85,Audience Reaction,Sichuan,Highly Positive
video20,0.85,Social Interaction,Inner Mongolia,Highly Positive
video22,0.875,Game Plot,Guangdong,Highly Positive
video46,0.75,Game Plot,Shanghai,Positive
video46,0.852,Audience Reaction,Xinjiang,Highly Positive
video14,0.985,Social Interaction,Liaoning,Highly Positive
video47,0.35,Game Design,Jiangsu,Negative
video28,0.35,Game Plot,Guangdong,Negative
video22,0.85,Audience Anticipation,Inner Mongolia,Highly Positive
video80,0.5,Social Interaction,Guizhou,Neutral
video21,0.925,Game Experience,Sichuan,Highly Positive
video49,0.95,Social Interaction,Inner Mongolia,Highly Positive
video73,0.25,Game Plot,Unknown,Negative
video1,0.95,Audience Reaction,Xinjiang,Highly Positive
video3,0.5,Game Experience,Zhejiang,Neutral
video70,0.85,Audience Reaction,Jiangsu,Highly Positive
video15,0.85,Social Interaction,Jiangsu,Highly Positive
video14,0.95,Audience Reaction,Guangdong,Highly Positive
video6,0.5,Social Interaction,Jilin,Neutral
video1,0.925,Audience Reaction,Henan,Highly Positive
video56,0.85,Social Interaction,Guangdong,Highly Positive
video86,0.5,Game Experience,Inner Mongolia,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video80,0.75,Audience Reaction,Guangxi,Positive
video80,0.85,Game Experience,Beijing,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video14,0.925,Audience Reaction,Sichuan,Highly Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video59,0.654,Game Plot,Inner Mongolia,Positive
video73,0.5,Social Interaction,Guangdong,Neutral
video6,0.75,Game Design,Hunan,Positive
video59,0.75,Social Interaction,Jilin,Positive
video46,0.5,Social Interaction,Sichuan,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video56,0.25,Game Experience,Guangdong,Negative
video81,0.925,Social Interaction,Henan,Highly Positive
video41,0.75,Game Plot,Sichuan,Positive
video21,0.85,Social Interaction,Guangdong,Highly Positive
video28,0.75,Audience Reaction,Chongqing,Positive
video82,0.5,Game Plot,Gansu,Neutral
video80,0.75,Social Interaction,Tianjin,Positive
video76,0.5,Game Experience,Fujian,Neutral
video28,0.75,Audience Anticipation,Henan,Positive
video11,0.985,Audience Reaction,Yunnan,Highly Positive
video60,0.75,Game Design,Anhui,Positive
video21,0.925,Game Design,Shandong,Highly Positive
video56,0.925,Audience Reaction,Guangdong,Highly Positive
video22,0.925,Social Interaction,Henan,Highly Positive
video20,0.85,Social Interaction,Guangxi,Highly Positive
video80,0.925,Social Interaction,Hubei,Highly Positive
video50,0.5,Social Interaction,Tianjin,Neutral
video81,0.453,Game Experience,Zhejiang,Neutral
video56,0.85,Progress and Updates,Xinjiang,Highly Positive
video14,0.5,Social Interaction,Guangdong,Neutral
video21,0.75,Audience Reaction,Jiangsu,Positive
video21,0.5,Social Interaction,Chongqing,Neutral
video21,1.0,Audience Reaction,Guizhou,Highly Positive
video13,0.5,Social Interaction,Hunan,Neutral
video69,0.852,Game Plot,Guangxi,Highly Positive
video6,0.456,Game Plot,Guangxi,Neutral
video21,0.5,Social Interaction,Xinjiang,Neutral
video28,0.925,Audience Anticipation,Guangdong,Highly Positive
video22,0.925,Audience Reaction,Shandong,Highly Positive
video15,0.5,Social Interaction,Guangdong,Neutral
video21,0.85,Information Share,Gansu,Highly Positive
video28,0.852,Game Plot,Guangxi,Highly Positive
video21,0.925,Audience Reaction,Jilin,Highly Positive
video54,0.5,Social Interaction,Shaanxi,Neutral
video17,0.25,Audience Reaction,Liaoning,Negative
video54,0.85,Social Interaction,Jiangsu,Highly Positive
video22,0.925,Audience Reaction,Jiangsu,Highly Positive
video21,0.5,Social Interaction,Shanghai,Neutral
video5,0.25,Game Experience,Jilin,Negative
video20,0.925,Information Share,Beijing,Highly Positive
video21,0.925,Audience Reaction,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Hebei,Neutral
video6,0.5,Game Experience,Guangxi,Neutral
video6,0.5,Game Experience,Hebei,Neutral
video21,0.35,Social Interaction,Anhui,Negative
video52,0.85,Game Plot,Chongqing,Highly Positive
video81,0.456,Game Experience,Shanghai,Neutral
video56,0.5,Social Interaction,Henan,Neutral
video59,0.5,Audience Reaction,Hubei,Neutral
video80,0.65,Game Experience,Sichuan,Positive
video60,0.85,Game Plot,Guangdong,Highly Positive
video59,0.55,Social Interaction,Hainan,Neutral
video67,0.95,Audience Feedback,Fujian,Highly Positive
video41,0.999,Social Interaction,Guangdong,Highly Positive
video20,0.85,Social Interaction,Beijing,Highly Positive
video89,0.925,Audience Reaction,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video48,0.5,Social Interaction,Jiangxi,Neutral
video21,0.5,Social Interaction,Jiangsu,Neutral
video6,0.5,Social Interaction,Hainan,Neutral
video84,0.5,Social Interaction,Guizhou,Neutral
video14,0.55,Game Experience,Shanxi,Neutral
video50,0.85,Audience Reaction,Jiangsu,Highly Positive
video14,0.95,Audience Reaction,Henan,Highly Positive
video80,0.85,Social Interaction,Guangdong,Highly Positive
video21,0.5,Game Design,Henan,Neutral
video59,0.85,Information Share,Guangdong,Highly Positive
video21,0.85,Audience Reaction,Henan,Highly Positive
video6,0.35,Social Interaction,Zhejiang,Negative
video67,0.652,Social Interaction,Jiangsu,Positive
video28,0.925,Game Plot,Guangdong,Highly Positive
video6,0.75,Social Interaction,Beijing,Positive
video21,0.45,Game Requirement,Guangdong,Neutral
video20,0.85,Social Interaction,Unknown,Highly Positive
video82,0.5,Social Interaction,Gansu,Neutral
video21,0.75,Audience Reaction,Hubei,Positive
video79,0.0,Game Experience,Jiangxi,Highly Negative
video14,0.95,Audience Reaction,Jilin,Highly Positive
video88,0.925,Audience Reaction,Henan,Highly Positive
video20,0.925,Audience Feedback,Shandong,Highly Positive
video67,0.85,Social Interaction,Guangdong,Highly Positive
video50,0.85,Audience Reaction,Jilin,Highly Positive
video14,0.35,Audience Feedback,Hubei,Negative
video6,0.75,Social Interaction,Guangdong,Positive
video20,0.75,Social Interaction,Beijing,Positive
video47,0.925,Audience Anticipation,Yunnan,Highly Positive
video6,0.75,Social Interaction,Shanghai,Positive
video47,0.85,Game Design,Zhejiang,Highly Positive
video58,0.456,Game Experience,Henan,Neutral
video54,0.75,Game Plot,Jiangxi,Positive
video21,0.75,Game Requirement,Henan,Positive
video14,0.5,Game Design,Gansu,Neutral
video50,0.5,Audience Reaction,Zhejiang,Neutral
video80,0.5,Social Interaction,Beijing,Neutral
video50,0.85,Game Experience,Zhejiang,Highly Positive
video59,0.5,Game Experience,Guangdong,Neutral
video22,0.75,Social Interaction,Jiangxi,Positive
video27,0.925,Audience Reaction,Anhui,Highly Positive
video6,0.5,Social Interaction,Hunan,Neutral
video42,0.65,Social Interaction,Hubei,Positive
video56,0.35,Game Experience,Guangxi,Negative
video56,0.85,Audience Reaction,Guangxi,Highly Positive
video81,0.45,Game Experience,Shanghai,Neutral
video80,0.75,Audience Reaction,Jiangsu,Positive
video22,0.95,Audience Reaction,Sichuan,Highly Positive
video62,0.654,Game Plot,Yunnan,Positive
video29,0.654,Audience Reaction,Guangdong,Positive
video76,0.925,Audience Reaction,Zhejiang,Highly Positive
video29,0.999,Social Interaction,Hunan,Highly Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video67,0.45,Progress and Updates,Shandong,Neutral
video41,0.25,Audience Reaction,Guangdong,Negative
video14,0.5,Social Interaction,Jiangsu,Neutral
video80,0.5,Social Interaction,Zhejiang,Neutral
video47,0.5,Social Interaction,Anhui,Neutral
video82,0.352,Game Experience,Hebei,Negative
video50,0.925,Audience Reaction,Shaanxi,Highly Positive
video28,0.5,Game Design,Jiangsu,Neutral
video56,0.925,Audience Reaction,Heilongjiang,Highly Positive
video22,0.5,Game Requirement,Jiangsu,Neutral
video5,0.451,Audience Reaction,Zhejiang,Neutral
video54,0.925,Audience Reaction,Tianjin,Highly Positive
video17,0.456,Social Interaction,Hubei,Neutral
video74,0.65,Audience Reaction,Sichuan,Positive
video21,0.85,Progress and Updates,Henan,Highly Positive
video6,0.35,Game Design,Jiangsu,Negative
video1,0.925,Game Plot,Shandong,Highly Positive
video28,0.453,Game Experience,Beijing,Neutral
video21,0.5,Audience Anticipation,Beijing,Neutral
video80,0.5,Audience Reaction,Jiangsu,Neutral
video59,0.85,Game Plot,Chongqing,Highly Positive
video20,0.925,Social Interaction,Guangdong,Highly Positive
video57,0.5,Social Interaction,Guizhou,Neutral
video60,0.45,Audience Reaction,Hebei,Neutral
video6,0.25,Audience Reaction,Guangdong,Negative
video89,0.85,Social Interaction,Anhui,Highly Positive
video16,0.95,Social Interaction,Guangdong,Highly Positive
video76,0.5,Game Requirement,Heilongjiang,Neutral
video80,0.45,Audience Reaction,Sichuan,Neutral
video1,0.65,Game Design,Shanghai,Positive
video6,0.5,Social Interaction,Gansu,Neutral
video80,0.5,Game Experience,Guangdong,Neutral
video26,0.15,Social Interaction,Inner Mongolia,Highly Negative
video6,0.3,Audience Reaction,Hubei,Negative
video80,0.5,Social Interaction,Guangxi,Neutral
video6,0.75,Social Interaction,Shandong,Positive
video6,0.75,Audience Reaction,Jiangsu,Positive
video14,0.65,Game Experience,Guizhou,Positive
video47,0.65,Social Interaction,Guangdong,Positive
video6,0.45,Audience Reaction,Shanghai,Neutral
video15,0.85,Game Plot,Hubei,Highly Positive
video80,0.5,Social Interaction,Anhui,Neutral
video56,0.75,Social Interaction,Shandong,Positive
video14,0.85,Social Interaction,Inner Mongolia,Highly Positive
video11,0.985,Audience Reaction,Shanghai,Highly Positive
video1,0.85,Game Plot,Guizhou,Highly Positive
video6,0.0,Social Interaction,Shaanxi,Highly Negative
video6,0.45,Game Experience,Guizhou,Neutral
video6,0.75,Audience Reaction,Heilongjiang,Positive
video21,0.65,Audience Reaction,Jiangsu,Positive
video67,0.85,Audience Reaction,Anhui,Highly Positive
video2,0.5,Social Interaction,Guangxi,Neutral
video22,0.85,Social Interaction,Shanxi,Highly Positive
video24,0.5,Social Interaction,Zhejiang,Neutral
video14,0.985,Game Design,Zhejiang,Highly Positive
video76,0.5,Game Requirement,Sichuan,Neutral
video21,0.85,Social Interaction,Zhejiang,Highly Positive
video21,0.25,Social Interaction,Guangdong,Negative
video52,0.789,Game Experience,Anhui,Positive
video6,0.75,Social Interaction,Shanghai,Positive
video22,0.5,Game Design,Guangdong,Neutral
video50,0.15,Social Interaction,Hebei,Highly Negative
video89,0.75,Game Design,Jiangsu,Positive
video61,0.235,Game Plot,Zhejiang,Negative
video59,0.456,Game Plot,Shandong,Neutral
video21,0.75,Social Interaction,Guangxi,Positive
video27,0.35,Social Interaction,Anhui,Negative
video20,0.75,Social Interaction,Jiangxi,Positive
video25,0.456,Game Experience,Guangdong,Neutral
video11,0.95,Audience Reaction,Shandong,Highly Positive
video20,0.925,Game Design,Zhejiang,Highly Positive
video21,0.85,Social Interaction,Guangdong,Highly Positive
video21,0.25,Social Interaction,Hubei,Negative
video20,0.5,Social Interaction,Guizhou,Neutral
video46,0.85,Social Interaction,Hubei,Highly Positive
video56,0.85,Game Plot,Beijing,Highly Positive
video21,0.925,Audience Reaction,Jiangsu,Highly Positive
video14,0.45,Social Interaction,Guangxi,Neutral
video21,0.75,Audience Reaction,Guangdong,Positive
video23,0.875,Game Plot,Shandong,Highly Positive
video86,0.5,Social Interaction,Gansu,Neutral
video1,0.456,Game Plot,Anhui,Neutral
video6,0.5,Social Interaction,Shaanxi,Neutral
video67,0.25,Audience Reaction,Shandong,Negative
video56,0.75,Audience Reaction,Fujian,Positive
video81,0.55,Audience Reaction,Fujian,Neutral
video47,0.985,Game Design,Liaoning,Highly Positive
video46,0.85,Social Interaction,Fujian,Highly Positive
video21,0.95,Game Design,Guangdong,Highly Positive
video46,0.65,Audience Reaction,Guizhou,Positive
video26,0.25,Social Interaction,Guangdong,Negative
video55,0.852,Game Plot,Hubei,Highly Positive
video89,0.456,Game Experience,Hubei,Neutral
video50,0.75,Social Interaction,Henan,Positive
video20,0.5,Social Interaction,Zhejiang,Neutral
video50,0.5,Social Interaction,Shanghai,Neutral
video82,0.5,Audience Reaction,Beijing,Neutral
video14,0.85,Social Interaction,Zhejiang,Highly Positive
video88,0.45,Game Experience,Zhejiang,Neutral
video22,0.5,Social Interaction,Hebei,Neutral
video56,0.456,Audience Reaction,Jiangsu,Neutral
video21,0.85,Social Interaction,Qinghai,Highly Positive
video80,0.5,Social Interaction,Hebei,Neutral
video22,0.85,Game Plot,Shanxi,Highly Positive
video54,0.65,Game Experience,Hebei,Positive
video6,0.75,Audience Reaction,Tibet,Positive
video6,0.5,Game Plot,Henan,Neutral
video25,0.753,Game Experience,Guizhou,Positive
video48,0.852,Game Plot,Yunnan,Highly Positive
video22,0.925,Audience Reaction,Zhejiang,Highly Positive
video2,0.75,Audience Reaction,Liaoning,Positive
video22,0.5,Social Interaction,Fujian,Neutral
video82,0.75,Game Experience,Zhejiang,Positive
video46,0.25,Social Interaction,Shanxi,Negative
video21,0.85,Social Interaction,Yunnan,Highly Positive
video22,0.5,Social Interaction,Anhui,Neutral
video20,0.85,Audience Feedback,Anhui,Highly Positive
video6,0.75,Social Interaction,Unknown,Positive
video60,0.65,Audience Reaction,Zhejiang,Positive
video60,0.5,Game Plot,Henan,Neutral
video60,0.75,Game Plot,Inner Mongolia,Positive
video20,0.75,Audience Feedback,Anhui,Positive
video80,0.5,Social Interaction,Henan,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video22,0.5,Game Requirement,Chongqing,Neutral
video21,0.75,Information Share,Shandong,Positive
video82,0.5,Social Interaction,Guangxi,Neutral
video22,0.925,Audience Anticipation,Zhejiang,Highly Positive
video56,0.5,Audience Reaction,Sichuan,Neutral
video46,0.5,Game Experience,Hubei,Neutral
video26,0.0,Social Interaction,Yunnan,Highly Negative
video50,0.753,Audience Reaction,Hunan,Positive
video88,0.95,Audience Reaction,Guangdong,Highly Positive
video76,0.5,Game Requirement,Zhejiang,Neutral
video25,0.5,Social Interaction,Zhejiang,Neutral
video21,0.95,Social Interaction,Henan,Highly Positive
video20,0.456,Game Experience,Jiangsu,Neutral
video5,0.95,Audience Reaction,Anhui,Highly Positive
video56,0.5,Audience Reaction,Guangdong,Neutral
video22,0.5,Audience Reaction,Guangdong,Neutral
video21,1.0,Audience Reaction,Zhejiang,Highly Positive
video67,0.65,Game Plot,Guangdong,Positive
video6,0.95,Social Interaction,Shanghai,Highly Positive
video82,0.852,Game Plot,Henan,Highly Positive
video54,0.45,Social Interaction,Henan,Neutral
video46,0.925,Audience Feedback,Guangdong,Highly Positive
video1,0.925,Audience Anticipation,Guizhou,Highly Positive
video21,0.95,Social Interaction,Sichuan,Highly Positive
video22,0.456,Game Experience,Guangxi,Neutral
video5,0.456,Audience Reaction,Yunnan,Neutral
video20,0.5,Social Interaction,Guangdong,Neutral
